PortfolioID,AnnualReturn,Volatility,Sharpe,Assets,Weights
120,0.15045815132276155,0.15875317279718357,0.9477489405202667,"MACSX,VTI,YACKX","0.19259229817241483,0.3310583302035926,0.47634937162399255"
121,0.15449713663254153,0.16712431203386163,0.9244444135766334,"FLPSX,IWM,MACSX,SPY,YACKX","0.3732704880437261,0.13779452906863623,0.14205705907599595,0.17703642366653435,0.16984150014510735"
122,0.11391293154505017,0.11029907721315976,1.0327641393128468,"SWSSX,VBIRX,VGENX,YACKX","0.04913463104652509,0.3989886468403749,0.16863230006858146,0.38324442204451864"
123,0.09613747419719734,0.12605949993035676,0.7626356938613097,"IJT,JUEAX,MACSX,TGINX","0.37940219280134074,0.12635131355935733,0.017628227471423202,0.4766182661678787"
124,0.1444954443792641,0.1936295429466359,0.7462468907396372,"EWG,FLPSX,MACSX","0.42370907868975616,0.4931646045922361,0.08312631671800767"
125,0.09888277157728279,0.1331318336559504,0.7427432557777526,"SWSSX,VBIRX,YACKX","0.49790853337142665,0.4061623239836886,0.09592914264488465"
126,0.12531100510327683,0.15034664616578283,0.833480548446023,"MACSX,VTI,YACKX","0.4128508899052347,0.4707896847389142,0.11635942535585118"
127,0.1459927234589805,0.1585982293791111,0.9205192518890071,"FLPSX,IWM,MACSX,YACKX","0.012321911103042921,0.2653643779179012,0.32306619887545057,0.3992475121036054"
128,0.14173642070153392,0.17164772189243566,0.8257401795891828,"SWSSX,VBIRX,VGENX,YACKX","0.24591501274647498,0.1345669306480525,0.29693234244845523,0.3225857141570172"
129,0.1290076010489607,0.14523068965111224,0.8882943498986042,"VBIRX,VGENX,YACKX","0.26447981498762035,0.37427887037337154,0.3612413146390081"
130,0.1146090283505509,0.10384697420015516,1.1036337768460436,"SWSSX,VBIRX,YACKX","0.10582313364466742,0.42355425764881255,0.47062260870652"
131,0.06505608625804682,0.07225659115218175,0.9003481235508366,"TGINX,VBIRX,VTSAX","0.38405174212921517,0.3162645696819687,0.2996836881888163"
132,0.10698394029873759,0.13601022558180528,0.78658747782453,"EWU,TGINX,VTI,YACKX","0.29178333085034,0.308266672237376,0.13663501141971288,0.2633149854925712"
133,0.1245035804152582,0.11630590190956117,1.0704837705662738,"FLPSX,MACSX,TGINX,VGENX","0.32023285798317486,0.2660213556046709,0.32473915236685935,0.08900663404529496"
